trigram,trigram_frequency
پائے کیوں حسن,2
سے ناک میں,2
شورِ پندِ ناصح,2
گیا اب وہ,2
سنگ سے ٹپکتا,2
گا سارا جہان,2
کی دوستی ہے,2
گی کیا آبرو,2
تنہائی نہ پوچھ,2
پائی وہی رہے,2
کیا کیجیے ہائے,2
گیا تھا پر,2
جس کا عمل,2
تن کے پانو,2
جس کو خدا,2
شکار تھا آئینہ,2
جس کو ہو,2
پار ہوگا چمن,2
کیا گر کیا,2
سے میں کہ,2
کی خامشی نے,2
شوق کر رہا,2
گا اپنے درماندہ,2
پار ہوتا یہ,2
گیا دل نہیں,2
گیا دل میں,2
نہیں مجھ کو,2
جس کا وہ,2
بیٹھا ستم کش,2
گی مگر نیا,2
شور اٹھایا غالب,2
گا قافلہ مور,2
سر راہ گزار,2
کی شرم اپنے,2
گھر میں ہمارے,2
شمعِ بزمِ بیخودی,2
گھر میں لگی,2
نہیں ھوں اقبال,2
و زہد پر,2
سر رہ گزار,2
پائی دردِ بے,2
گھبرائیں گے کیا,2
کی طرح عیش,2
جراحت تحفہ الماس,2
کیا کہیں اُس,2
ٹھکانہ ابھی وہی,2
بے سرور ایسی,2
بے خودی و,2
گھر کو دیکھتے,2
جزا کچھ اور,2
بے حِس تو,2
بے حضور تیری,2
شنیدن جس قدر,2
بے حجابی کا,2
پا کہ یوں,2
جس ادا سے,2
نہیں کم نہیں,2
تنگیٴ دل کی,2
کی سلطنت کو,2
گہر کو دیکھتے,2
گا ناپائیدار ہوگا,2
جس دل پہ,2
گی جو شاخ,2
پائی درد بے,2
نے بارہا پایا,2
شب کہ برقِ,2
جو کہا تو,2
گزر کوہ شگاف,2
جام سے گزر,2
گزر گیا اب,2
گزر گرچہ ہے,2
گزر گاہِ خیالِ,2
جائے ہے پندار,2
کیا حضرتِ ناصح,2
کیا خانہ زادِ,2
گزری بندہ پرور,2
تم سمجھ رہے,2
نے کیا تھا,2
سے ہوتی جو,2
وہ فرقِ ناز,2
سے ہوتا ہے,2
کیا سر کے,2
تشنہ کامی بھی,2
وہ نہیں خدا,2
گزر جس کا,2
سفینۂ برگ گل,2
جانا کہ خوشی,2
جانا کہ بندھا,2
شاخ نازک پہ,2
نے وہ شیر,2
جائے کیوں غالبؔ,2
ترے وعدے پر,2
کیا بے نیازی,2
سلطنت کو الٹ,2
سے یوں بے,2
سے یاں پنبہٴ,2
تم نے بارہا,2
گزرے تھا اب,2
جائے گی عمر,2
کیا تھا واں,2
گزر مصر و,2
گزر جائے گی,2
سنا دیا گوش,2
تلک ہم کہیں,2
تقریر کا بسکہ,2
سے گزر تیرا,2
کیا دیکھیں ہم,2
گرہِ نیم باز,2
سے گزر جس,2
وہ لہو کہ,2
تلک ناخن نہ,2
سے گھبرائیں گے,2
تقویٰ نہ ہوا,2
سے گزری بندہ,2
و بازو کو,2
سے گزر گرچہ,2
سمجھا دو کہ,2
سے گزر کوہ,2
کیا دیکھنے کو,2
جاتے اگر اعتبار,2
گزر تیرا امام,2
گریے سے یاں,2
گزر بادہ و,2
گزر ایسے امام,2
گزار بیٹھا ستم,2
جادہٴ سر منزلِ,2
گریے نے اک,2
جاتا ہوں میں,2
نے ہزار کر,2
سے گزر بادہ,2
نے ہم کو,2
سے گزر ایسے,2
گرمی کہاں کچھ,2
سے ہم کو,2
نے یہ مانا,2
وہ مرے ہو,2
ترے خیال سے,2
گرفتارِ وفا زنداں,2
تم کو مگر,2
تذکرہ جو ساقی,2
تحریر کا کاغذی,2
تحفہ الماس ارمغاں,2
وہ ستمگر مرے,2
سروساماں نکلا قیس,2
گل کے تلے,2
وہاں ہیں جہاں,2
جاوید آساں ہے,2
تجھے ہم ولی,2
گر کو میں,2
سرِ رہگزار تھا,2
گل واں بساطِ,2
تر سے خونِ,2
نے روما کی,2
سے کام بند,2
جاں دادہٴ ہوائے,2
کی گلی میں,2
کیا برا تھا,2
شب میں لے,2
سے پوچھے ترے,2
سن کے کہنے,2
کی کہیں سر,2
جاں گسل ہے,2
وہ راز اب,2
سرور ایسی نماز,2
سے پیار ہوگا,2
گر نفس جادہٴ,2
و خشت درد,2
گر نظر نہیں,2
تجھ کو دکھاتا,2
گلبانگِ تسلی نہ,2
تجھے مثال شرار,2
کی گرمی کہاں,2
گل نے کیا,2
گر کیا ناصح,2
گل نالٴہ دل,2
سعی فرمائیں گے,2
وہ شیر پھر,2
کی یارب تیر,2
نے مانا کہ,2
نے مجھ کو,2
شام کا لانا,2
سمجھائیں گے کیا,2
شام سے گزر,2
کیا ناصح نے,2
تری مِژہ ہائے,2
کیا آبرو ہماری,2
تری نازکی سے,2
کیا آج واں,2
گسل ہے پہ,2
کیا بات کر,2
و تب و,2
وہ ہر ایک,2
سمجھتے جو نہ,2
کی یا رب,2
ترجمہ فیض احمد,2
گل بنا لے,2
ترا کاکلِ سرکش,2
گرداب تھا واں,2
کی ہے جو,2
وہ یکتا جو,2
و جام سے,2
کیا مرا تذکرہ,2
سرِ پرشور بیخوابی,2
و حجاز سے,2
گل سے ناک,2
کی ہو کشاکش,2
نے سب کی,2
گیا میں عدم,2
گیا میں ہوں,2
سنگ و خشت,2
نہ ہو اس,2
سوز و تب,2
سارا جہان مے,2
سے زہرہٴ ابر,2
کہاں بزم میں,2
تو غنچے کہنے,2
کہاں بچیں کہ,2
تو غم کیا,2
تیر بھی سینہٴ,2
تیر نیم کش,2
ہر کوئی بادہ,2
کہاں سے ہوتی,2
کے پڑے رہیں,2
پر کہنا کہ,2
جو ایک تھا,2
بھی اے چارہ,2
ہزار بار کوئی,2
کے پیتے تھے,2
ہزاروں بنوں میں,2
جو دوئی کی,2
نہ کہیں مزار,2
تہذیب اپنے خنجر,2
طاعت و زہد,2
ہستی عبادت برق,2
جو جگر کے,2
ہزار کر کے,2
کیجیے ہائے ہائے,2
سوز پردے میں,2
کہا جو قمری,2
ہزار موجوں کی,2
جو تھا جل,2
وگرنہ میں طَعمہ,2
جو تو یہاں,2
بھی جو تو,2
بھی جو مدعا,2
ستمگر مرے مرنے,2
بھی غمِ عشق,2
ہر رنگ رقیبِ,2
ساغر و مینا,2
صورت نظر نہیں,2
کے کہنے لگا,2
و ناز یاں,2
ہر ذرہ مثلِ,2
تو سمجھا دو,2
تو سکتا ہے,2
نہ ہوا سبزہٴ,2
بھی مرے نہ,2
وہ اب زر,2
وہ اب لائیں,2
کیا ہے نہ,2
نہ ہوا مرگیا,2
کے کٹنے کا,2
بھی سینہٴ بسمل,2
ضرب تجھ سے,2
تیرا امام بے,2
ساز ہوتا کوئی,2
بھی حریفِ دمِ,2
ضبطِ آہ میں,2
کہاں کچھ خیال,2
جو آوارۂ جنوں,2
نہ ہو کہ,2
کہاں کی دوستی,2
بھی رہے گی,2
نہ ہو ہے,2
ہر صدا پر,2
کیا ہے ہم,2
سازی وحشت نہ,2
نہ ہوئے ان,2
سازیٴ وحشت نہ,2
و پرکاری بے,2
تو میں خمیازہ,2
کے پار ہوتا,2
بچا کے دیکھ,2
جو نہ بادہ,2
تھے وہ بستیوں,2
نہ پوچھ اقبال,2
تھے پینے والے,2
نہ پوچھ صبح,2
پردہ دار جس,2
کیا زخم کے,2
تو پھر کسے,2
کیفیت ہے اس,2
بچیں کہ دل,2
کہ یاد کرتے,2
ہم جو ہجر,2
بڑھ جائیں گے,2
ولی سمجھتے جو,2
سے حریفِ دمِ,2
جو واں وہ,2
جو رسوا ہوئے,2
بو بھی اے,2
سے جس نے,2
ہم ملیں کہاں,2
بنے گا سارا,2
بنے گا ناپائیدار,2
بنے ہیں دوست,2
تو پیر مے,2
جو چپ ہوں,2
پردے میں منہ,2
طلب عرضِ متاعِ,2
ہم غیر ہمیں,2
بوئے گل سے,2
بوئے گل نالٴہ,2
و گہر کو,2
بودا کبھی تو,2
ہم جو رسوا,2
سے خوننابہ ٹپکانے,2
سے خونِ ناب,2
جو ساقی نے,2
سے دل لگا,2
و کفن باندھے,2
تو نہ توڑ,2
سوزِ دل سے,2
بھرنے تلک ناخن,2
ہم اوجِ طالعِ,2
ہم ان کو,2
جو مدعا تیری,2
کہ یگانہ ہے,2
طالعِ لعل و,2
ہلال کی طرح,2
سے ذوق کم,2
پر ہوس زلفِ,2
بھلا نہیں سکتا,2
جو شاخ نازک,2
ہم بھی غمِ,2
پر ہے وہ,2
تو نے آئينہ,2
سے دل جلوں,2
بھر نہ آئے,2
نہ کر سکے,2
جو عہد صحرائیوں,2
بھاگیں گے کیوں,2
کے نکلوں گا,2
تو نے ہزار,2
طرح عیش نیام,2
جو قمری سے,2
نہ کبھی جنازہ,2
پرافشاں نکلا بوئے,2
ہم تو یہ,2
نہ چیخوں کہ,2
تو زانو پر,2
جنوں تھے وہ,2
سوختن کا باب,2
نہیں خدا پرست,2
بہارِ نظارہ ہے,2
نہیں حرم نہیں,2
جلا کے دیکھ,2
تو با زمانہ,2
پایا شورِ پندِ,2
بہت حسن فرنگ,2
و شام سے,2
سے محرومیٴ قسمت,2
شیر پھر ہوشیار,2
نہیں در نہیں,2
جل گیا عرض,2
تو اک نفس,2
بہت کچھ جلا,2
شہہ نشاں ہوگی,2
سے مر نہ,2
سبزہٴ خط سے,2
پر اتنا تو,2
بہ یک کف,2
کہیں دو چار,2
کہیں سر راہ,2
سب کی نظریں,2
جلوہٴ گل واں,2
جلوہٴ گل نے,2
جلوہٴ گل آگے,2
کہیں مزار ہوتا,2
کیا ہوتا نہ,2
نہیں بیٹھے ہیں,2
نہیں تجھ کو,2
کہیں گے حالِ,2
کیا ہوتا ہوا,2
جلوں میں شمار,2
بہار طائرک بلند,2
ستائے کیوں دیر,2
پایا حالِ دل,2
ھوں اقبال کے,2
بیخوابی سے تھا,2
شگاف تیری ضرب,2
جسے حق نے,2
جسے تم سمجھ,2
گے حالِ دل,2
گے برہنہ پائی,2
گیرِ خرام گریے,2
بیخودی جلوہٴ گل,2
کی بستی دکاں,2
ستم کش انتظار,2
شکستہ صبحِ بہارِ,2
پاس وضع راہ,2
کی جزا کچھ,2
گیا پر یاد,2
جس کے لیے,2
گے کیا آج,2
گے کیا بے,2
گے کیا حضرتِ,2
گے کیا خانہ,2
گے کیا زخم,2
گے کیا گر,2
سے مٹنا تجھے,2
گے کیا ہے,2
گے کیوں ہیں,2
شگفتنِ گل ہائے,2
بیاباں ماندگی سے,2
گے ہم دل,2
گے ہم ہزار,2
جسے غم سمجھ,2
کی بہار طائرک,2
پاگل ہیں تو,2
شہرِ آرزو توڑا,2
صبا کو کبھی,2
تیرے آئے کیوں,2
ساقی نے بادہ,2
ہجر میں دیوار,2
نہ ہوتا گر,2
ہجومِ اشک میں,2
بھی کچھ ہماری,2
وہ بستیوں میں,2
نہ ہوگا یک,2
ہجراں ہوا اسد,2
نہاں سے بے,2
بھی پرے ہوں,2
بھی ہو حجاب,2
سے لذت یاب,2
جنبشِ لب سے,2
بھی ہو نہ,2
کہوں کس سے,2
بھی ہوتی تو,2
صدمہٴ یک جنبشِ,2
ہدیہ مبارک باد,2
پر استوار ہوگا,2
و مستی کی,2
نہ ہوا وہ,2
کیا ہے میں,2
کے ہم جو,2
بھی نہیں دل,2
سے غالب ناتوانی,2
کے ہمیں دکھایا,2
صرفہ ہے ضبطِ,2
نہ ہوتا میں,2
جنونِ عشق کے,2
ہر اک حلقہٴ,2
ساقی کہ چھپ,2
تیری تو پھر,2
کہنے لگا کہ,2
کہنے لگے ہمارے,2
جنبش نظر بھی,2
ہاں وہ نہیں,2
جنازہ اٹھتا نہ,2
و غرب تیغ,2
کیا ہے اب,2
صحرا سے جس,2
صحرا جل گیا,2
صحبتِ احباب تھا,2
نہیں آستاں نہیں,2
پر دھرا ہوتا,2
ہائے ہائے کیوں,2
نہیں آتا بو,2
تیری نماز بے,2
صبحِ بہارِ نظارہ,2
پر جیے ہم,2
صبح کرنا شام,2
ناپائیدار ہوگا سفینۂ,2
بہ قدرٕ لب,2
نہیں آتی ہے,2
نہیں آتی ہم,2
نہیں آتی کیوں,2
سے لیکن اب,2
نہیں آتی کوئی,2
نہیں آتی کعبہ,2
تیری ضرب تجھ,2
تیری زندگی کا,2
صحرائیوں سے باندھا,2
نہیں آتی موت,2
نہیں آتی مرتے,2
وہ بلائے کیوں,2
سامنے تیرے آئے,2
صحن گلشن میں,2
نہیں آتی جانتا,2
نہیں آتی آگے,2
صد دل پسند,2
اک حلقہٴ گرداب,2
تھا موجِ رنگ,2
رخ سہی سامنے,2
آخر جو عہد,2
دکھاتا پھرتا ہے,2
آگے ہوتا ہے,2
مرا تذکرہ جو,2
دکھاوے سے دل,2
قرار ہوگا میں,2
میں نے وہ,2
اس دکھاوے سے,2
دکھایا یہی اگر,2
قرض اس گرہِ,2
مر گیا پر,2
کر نہیں آتی,2
اس رنگ سے,2
یاں ہجومِ اشک,2
خمیازہ ہوں ساحل,2
مر کے ہم,2
میں نے اک,2
کرے گی جو,2
امام سے گزر,2
امام بے حضور,2
خنجر سے آپ,2
یاں پنبہٴ بالش,2
دکھاتا ورنہ داغوں,2
لگے نہ کہیں,2
ہے اے دل,2
چراغِ محفل جو,2
آہ میری نفس,2
لہو کہ پھر,2
قدرٕ لب و,2
قدسیوں سے میں,2
چراغاں آبجو یاں,2
میں وہ شوخ,2
ہے اعتمادِ دل,2
دکاں نہیں ہے,2
قدم دیکھتے ہیں,2
چراغاں کئے ہوئے,2
چراغاں کا کروں,2
میں وہ بلائے,2
موتی پرونے کا,2
میں وہ اب,2
قدم میرا محبت,2
دادہٴ ہوائے سرِ,2
میں بھی آتش,2
کفن باندھے ہوئے,2
کا دہر میں,2
لگے ہمارے چمن,2
مرا شعلہ بار,2
الٹ دیا تھا,2
یاں نفس کرتا,2
آج واں تیغ,2
موجِ رنگ کا,2
خواب میں خیال,2
قطرے کا مجھے,2
مدّت ہوئی ہے,2
میں نقشِ وفا,2
موجِ سرابِ دشتِ,2
آگے آتی تھی,2
دل فرشِ راہ,2
آرائی کو تھا,2
ذرہ مثلِ جوہرِ,2
مور ناتواں کا,2
مجھ کو بھی,2
دل عزیز اس,2
میں میری سعی,2
مدعا تیری زندگی,2
میں تارِ نگہ,2
کو خدا کے,2
لگا کے دیکھ,2
ہے بے حجابی,2
کر کے ہمیں,2
ہے بے غرض,2
اقبال کے افکار,2
کا وہ راز,2
دھرا ہوتا ہوئی,2
رسوا ہوئے کیوں,2
دل لگا کے,2
دست و بازو,2
چشمِ تر سے,2
الماس ارمغاں داغ,2
کو دے رہے,2
دست و بازوئے,2
لگی ایسی کہ,2
یاں سرِ پرشور,2
رسم برہم فنا,2
کا ٹھکانہ ابھی,2
یاں زمیں سے,2
دیوار جو واں,2
ڈھونڈا تم نے,2
کو دکھاتا ورنہ,2
یاں رواں مژگانِ,2
قطرہ خوں تن,2
الفت چھپا کے,2
الفت اسد ہم,2
ہے غیر کو,2
میں نہ اچھا,2
مر نہ جاتے,2
موجوں کی ہو,2
قدرت ہے کبھی,2
لیا آج ان,2
لگا کہ منہ,2
میں کچھ ہم,2
آتی آگے آتی,2
قافلہ مور ناتواں,2
آتی تھی حال,2
آتی جانتا ہوں,2
آیا تھا وحشت,2
انداز چھٹ جائیں,2
کشِ گلبانگِ تسلی,2
کو لبِ بام,2
دیکھ لیا وہ,2
آتی مرتے ہیں,2
آتی موت کا,2
آیا بہ فیض,2
کو قید اچھا,2
دل پسند آیا,2
آتی کعبہ کس,2
میں کبھی نہ,2
دیکھ لیا فیضؔ,2
کو آزمائے کیوں,2
داغ جگر ہدیہ,2
انجمن میں تو,2
ہے مجھے کیا,2
مرنا اگر ایک,2
دل پہ ناز,2
میں ڈوب جا,2
لیکن اب یہ,2
رقیبِ سروساماں نکلا,2
کس سے ہو,2
ادھر نہیں آتی,2
اندیشہ کی گرمی,2
منزلِ تقویٰ نہ,2
آتش دیدہ ہے,2
خشت درد سے,2
یک جنبشِ لب,2
یک بیاباں ماندگی,2
ہیں گرفتارِ وفا,2
میں اور دُکھ,2
کو معلوم ہے,2
اندوہِ وفا سے,2
کس سے میں,2
مرنے کی موت,2
کس سے محرومیٴ,2
میں کہ کیا,2
ہیں ہزاروں بنوں,2
میں کہ شاہیں,2
میرا محبت تھی,2
دل پہ ہنسی,2
داغ اپنا کلی,2
قتل کرنے میں,2
کو شہہ نشاں,2
لیا فیضؔ تکمیل,2
میں پھرتے ہیں,2
منہ پھٹ ہے,2
منہ چھپائے کیوں,2
لیا دل بہت,2
یوں بے حِس,2
ان کی ہے,2
موئے آتش دیدہ,2
میں پھر گریے,2
ان کی نظر,2
دُکھ تری مِژہ,2
خلش کہاں سے,2
دار جس کا,2
موت آتی ہے,2
لیا اور کیا,2
ان کو کبھی,2
کا کاغذی ہے,2
قدر چاہے بچھائے,2
مجموعہٴ خیال ابھی,2
ان کو اپنا,2
دریا نہ کبھی,2
مرتے ہیں آرزو,2
آج ان کی,2
کا کروں کیا,2
آتی کیوں نہ,2
دل نہیں تجھ,2
دیکھ لیا دل,2
قحطِ غمِ الفت,2
ہے آپ سے,2
آتی ہم وہاں,2
کعبہ کس منہ,2
ارمغاں داغ جگر,2
میں اے خدا,2
دیکھ لیا اور,2
دیکھ لیا آج,2
انتظار ہوتا ترے,2
دیکھ سکتا کہ,2
از نمود کچھ,2
قدح سے بزمِ,2
کا کہ صحرا,2
کف سیلاب تھا,2
آتی ہے پر,2
آتی ہے کچھ,2
لیا وہ مرے,2
یوں سہی یہ,2
کو عذرِ بارش,2
دریا سے پار,2
اقبال کا ٹھکانہ,2
کا نہ ہوگا,2
آتا ہے دم,2
میں شمار ہوگا,2
راہ کوئی مجھ,2
دشمن ہے اعتمادِ,2
کرتے ہیں میری,2
کردار پر اتنا,2
میں جلوہٴ گل,2
کا لانا ہے,2
رات بھر جو,2
راہ میں ہم,2
محبت تھی چمن,2
کمخواب تھا یاں,2
اسیری میں بھی,2
چپ ہوں ورنہ,2
دل اور آپ,2
دیا گوش منتظر,2
مگر یہ دریا,2
دیدار یار ہوگا,2
اس گرہِ نیم,2
لفظ کہ شرمندہٴ,2
آشکار ہوگا گزر,2
ہے داغ اپنا,2
آشیانہ بنے گا,2
محبت ہی کیوں,2
راہ گزار بیٹھا,2
کرم کو عذرِ,2
دل بہت کچھ,2
چنگ و رباب,2
ہے خار ہوگا,2
خودکشی کرے گی,2
چیخوں کہ یاد,2
اس کی کہیں,2
آسماں تک سوختن,2
لالہ دکھاتا پھرتا,2
کو بھی کچھ,2
لوٹ آتے ہیں,2
اس کی گلی,2
اسے کون دیکھ,2
آواز گر نہیں,2
مژگانِ چشمِ تر,2
خودی و ہشیاری,2
مژگانِ یار تھا,2
لالہ و گل,2
آسماں کے لیے,2
دیدہ ہے حلقہ,2
اس کی ہیں,2
ہے خریدار کی,2
آوارۂ جنوں تھے,2
کو باقی ہے,2
دیار مغرب کے,2
ہے حور و,2
مگر بھلا نہیں,2
چھوٹوں وہ ستمگر,2
چھوڑ تو سکتا,2
کو الٹ دیا,2
کا عام دیدار,2
چھپائے کیوں دشنۂ,2
خوننابہ ٹپکانے لگا,2
میں خمیازہ ہوں,2
میں دیوار و,2
اسد ہم نے,2
خونِ جگر ودیعتِ,2
خونِ ناب تھا,2
چھپا کے دیکھ,2
راز الفت چھپا,2
لذت یاب تھا,2
کو آزما کے,2
آموزِ فنا ہمتِِ,2
راز اب آشکار,2
لذتِ درد کام,2
چھٹ جائیں گے,2
خوں تن میں,2
چھپ کے پیتے,2
لبِ بام پر,2
مجھے وہ دل,2
مجھے کیا برا,2
استوار ہوگا نکل,2
